Id,inv_no,Date,acct,ship_no,charge_type,Amount,ccy,tax,Status
IL901447,INV-51019,2025-01-20,P-1143,SH101255,BASE,142.34,EUR,28.47,PAID
IL901448,INV-51019,2025-01-20,P-1143,SH101255,ACCESSORIAL,34.42,EUR,6.88,PAID
IL901449,INV-51020,2025-09-24,P-1212,SH101256,BASE,730.98,GBP,146.20,OPEN
IL901450,INV-51021,2025-07-22,P-1031,SH101257,BASE,205.17,GBP,41.03,OPEN
IL901451,INV-51022,2025-06-14,P-1028,SH101258,BASE,100.29,GBP,20.06,PAID
IL901452,INV-51022,2025-06-14,P-1028,SH101258,FUEL,10.37,GBP,2.07,PAID
IL901453,INV-51023,2025-09-08,P-1079,SH101260,BASE,394.26,EUR,78.85,PAID
IL901454,INV-51023,2025-09-08,P-1079,SH101260,FUEL,38.37,EUR,7.67,PAID
IL901455,INV-51024,2025-10-08,P-1023,SH101263,BASE,135.69,GBP,27.14,OPEN
IL901456,INV-51025,2025-05-16,P-1225,SH101264,BASE,398.01,EUR,79.60,CREDITED
IL901457,INV-51025,2025-05-16,P-1225,SH101264,FUEL,30.60,EUR,6.12,CREDITED
IL901458,INV-51026,2025-12-06,P-1017,SH101265,BASE,225.80,GBP,45.16,PAID
IL901459,INV-51027,2025-03-09,P-1211,SH101266,BASE,768.76,GBP,153.75,PAID
IL901460,INV-51028,2025-04-04,P-1129,SH101267,BASE,212.34,GBP,42.47,PAID
IL901461,INV-51028,2025-04-04,P-1129,SH101267,FUEL,25.43,GBP,5.09,PAID
IL901462,INV-51029,2025-03-05,P-1170,SH101268,BASE,184.41,GBP,36.88,CREDITED
IL901463,INV-51029,2025-03-05,P-1170,SH101268,FUEL,21.95,GBP,4.39,CREDITED
IL901464,INV-51030,2026-02-16,P-1096,SH101269,BASE,100.76,GBP,20.15,PAID
IL901465,INV-51031,2025-08-29,P-1152,SH101270,BASE,43.05,GBP,8.61,PAID
IL901466,INV-51032,2025-07-26,P-1092,SH101271,BASE,505.58,GBP,101.12,OPEN
IL901467,INV-51033,2026-04-17,P-1063,SH101272,BASE,413.29,GBP,82.66,CREDITED
IL901468,INV-51033,2026-04-17,P-1063,SH101272,FUEL,40.71,GBP,8.14,CREDITED
IL901469,INV-51034,2025-10-27,P-1133,SH101273,BASE,245.47,GBP,49.09,PAID
IL901470,INV-51035,2025-10-07,P-1168,SH101274,BASE,130.00,GBP,26.00,PAID
IL901471,INV-51036,2026-05-27,P-1233,SH101276,BASE,52.03,GBP,10.41,PAID
IL901472,INV-51036,2026-05-27,P-1233,SH101276,FUEL,3.81,GBP,0.76,PAID
IL901473,INV-51037,2025-12-02,P-1162,SH101277,BASE,146.41,GBP,29.28,PAID
IL901474,INV-51038,2025-08-18,P-1095,SH101279,BASE,210.94,GBP,42.19,PAID
IL901475,INV-51039,2025-10-28,P-1029,SH101280,BASE,126.60,EUR,25.32,OPEN
IL901476,INV-51039,2025-10-28,P-1029,SH101280,ACCESSORIAL,51.39,EUR,10.28,OPEN
IL901477,INV-51040,2025-02-24,P-1019,SH101281,BASE,282.55,GBP,56.51,PAID
IL901478,INV-51040,2025-02-24,P-1019,SH101281,FUEL,28.87,GBP,5.77,PAID
IL901479,INV-51041,2025-05-08,P-1097,SH101282,BASE,220.55,GBP,44.11,PAID
IL901480,INV-51041,2025-05-08,P-1097,SH101282,ACCESSORIAL,45.13,GBP,9.03,PAID
IL901481,INV-51042,2025-02-12,P-1102,SH101283,BASE,373.71,EUR,74.74,OPEN
IL901482,INV-51043,2025-08-26,P-1032,SH101284,BASE,173.06,EUR,34.61,PAID
IL901483,INV-51044,2026-01-10,P-1080,SH101285,BASE,1008.83,GBP,201.77,PAID
IL901484,INV-51045,2025-07-06,P-1209,SH101288,BASE,219.79,EUR,43.96,PAID
IL901485,INV-51045,2025-07-06,P-1209,SH101288,FUEL,26.66,EUR,5.33,PAID
IL901486,INV-51046,2026-05-10,P-1137,SH101289,BASE,213.95,GBP,42.79,PAID
IL901487,INV-51047,2025-03-07,P-1054,SH101290,BASE,265.01,GBP,53.00,PAID
IL901488,INV-51048,2026-02-04,P-1160,SH101291,BASE,336.79,GBP,67.36,PAID
IL901489,INV-51049,2026-01-17,P-1238,SH101292,BASE,652.97,GBP,130.59,OPEN
IL901490,INV-51049,2026-01-17,P-1238,SH101292,FUEL,48.03,GBP,9.61,OPEN
IL901491,INV-51050,2026-02-27,P-1224,SH101294,BASE,67.39,GBP,13.48,PAID
IL901492,INV-51051,2025-03-24,P-1167,SH101295,BASE,468.67,GBP,93.73,OPEN
IL901493,INV-51052,2025-07-13,P-1113,SH101296,BASE,144.99,GBP,29.00,OPEN
IL901494,INV-51052,2025-07-13,P-1113,SH101296,FUEL,16.22,GBP,3.24,OPEN
IL901495,INV-51053,2025-12-20,P-1108,SH101297,BASE,573.10,GBP,114.62,OPEN
IL901496,INV-51054,2025-07-24,P-1240,SH101298,BASE,750.12,GBP,150.02,OPEN
IL901497,INV-51054,2025-07-24,P-1240,SH101298,FUEL,55.01,GBP,11.00,OPEN
IL901498,INV-51055,2025-05-03,P-1149,SH101299,BASE,637.10,GBP,127.42,PAID
IL901499,INV-51055,2025-05-03,P-1149,SH101299,FUEL,79.41,GBP,15.88,PAID
IL901500,INV-51056,2025-02-21,P-1113,SH101300,BASE,276.10,GBP,55.22,PAID
IL901501,INV-51056,2025-02-21,P-1113,SH101300,ACCESSORIAL,11.19,GBP,2.24,PAID
IL901502,INV-51057,2025-05-02,P-1131,SH101301,BASE,183.71,GBP,36.74,PAID
IL901503,INV-51058,2026-03-26,P-1050,SH101302,BASE,283.30,GBP,56.66,PAID
IL901504,INV-51059,2025-09-25,P-1058,SH101303,BASE,377.15,EUR,75.43,PAID
IL901505,INV-51059,2025-09-25,P-1058,SH101303,FUEL,40.88,EUR,8.18,PAID
IL901506,INV-51059,2025-09-25,P-1058,SH101303,ACCESSORIAL,29.64,EUR,5.93,PAID
IL901507,INV-51060,2025-09-21,P-1060,SH101304,BASE,216.85,GBP,43.37,OPEN
IL901508,INV-51061,2025-05-13,P-1118,SH101305,BASE,298.75,GBP,59.75,OPEN
IL901509,INV-51062,2025-03-06,P-1159,SH101306,BASE,246.40,GBP,49.28,PAID
IL901510,INV-51063,2025-12-22,P-1206,SH101307,BASE,210.74,GBP,42.15,PAID
IL901511,INV-51064,2025-10-15,P-1149,SH101308,BASE,93.48,GBP,18.70,OPEN
IL901512,INV-51065,2025-12-28,P-1010,SH101309,BASE,425.07,GBP,85.01,PAID
IL901513,INV-51065,2025-12-28,P-1010,SH101309,FUEL,51.75,GBP,10.35,PAID
IL901514,INV-51066,2026-03-05,P-1076,SH101311,BASE,472.51,GBP,94.50,PAID
IL901515,INV-51066,2026-03-05,P-1076,SH101311,FUEL,63.96,GBP,12.79,PAID
IL901516,INV-51066,2026-03-05,P-1076,SH101311,ACCESSORIAL,18.94,GBP,3.79,PAID
IL901517,INV-51067,2025-03-09,P-1219,SH101312,BASE,158.57,GBP,31.71,PAID
IL901518,INV-51067,2025-03-09,P-1219,SH101312,FUEL,16.03,GBP,3.21,PAID
IL901519,INV-51068,2025-05-02,P-1171,SH101314,BASE,220.41,EUR,44.08,PAID
IL901520,INV-51068,2025-05-02,P-1171,SH101314,FUEL,21.51,EUR,4.30,PAID
IL901521,INV-51069,2026-03-31,P-1114,SH101315,BASE,257.16,GBP,51.43,PAID
IL901522,INV-51070,2025-04-26,P-1029,SH101316,BASE,827.69,GBP,165.54,PAID
IL901523,INV-51071,2025-03-06,P-1100,SH101317,BASE,331.04,GBP,66.21,OPEN
IL901524,INV-51072,2026-04-27,P-1185,SH101318,BASE,341.01,GBP,68.20,OPEN
IL901525,INV-51073,2025-06-20,P-1056,SH101320,BASE,572.03,GBP,114.41,PAID
IL901526,INV-51073,2025-06-20,P-1056,SH101320,FUEL,55.99,GBP,11.20,PAID
IL901527,INV-51074,2025-02-02,P-1232,SH101321,BASE,293.46,GBP,58.69,PAID
IL901528,INV-51075,2025-10-14,P-1057,SH101322,BASE,387.18,GBP,77.44,PAID
IL901529,INV-51076,2025-03-09,P-1232,SH101323,BASE,330.29,GBP,66.06,CREDITED
IL901530,INV-51077,2026-03-16,P-1065,SH101324,BASE,207.83,GBP,41.57,PAID
IL901531,INV-51078,2025-07-12,P-1052,SH101325,BASE,692.68,GBP,138.54,PAID
IL901532,INV-51079,2025-01-10,P-1179,SH101326,BASE,140.68,GBP,28.14,PAID
IL901533,INV-51079,2025-01-10,P-1179,SH101326,ACCESSORIAL,10.26,GBP,2.05,PAID
IL901534,INV-51080,2026-01-29,P-1005,SH101327,BASE,941.40,GBP,188.28,PAID
IL901535,INV-51080,2026-01-29,P-1005,SH101327,FUEL,121.80,GBP,24.36,PAID
IL901536,INV-51081,2025-04-15,P-1152,SH101328,BASE,83.57,GBP,16.71,OPEN
IL901537,INV-51081,2025-04-15,P-1152,SH101328,FUEL,9.79,GBP,1.96,OPEN
IL901538,INV-51082,2026-05-17,P-1159,SH101329,BASE,219.38,GBP,43.88,OPEN
IL901539,INV-51082,2026-05-17,P-1159,SH101329,FUEL,17.72,GBP,3.54,OPEN
IL901540,INV-51083,2025-01-22,P-1224,SH101331,BASE,578.61,GBP,115.72,PAID
IL901541,INV-51084,2026-03-26,P-1174,SH101332,BASE,540.69,GBP,108.14,PAID
IL901542,INV-51084,2026-03-26,P-1174,SH101332,ACCESSORIAL,30.38,GBP,6.08,PAID
IL901543,INV-51085,2025-06-29,P-1027,SH101333,BASE,593.14,GBP,118.63,CREDITED
IL901544,INV-51086,2025-11-15,P-1149,SH101334,BASE,476.71,GBP,95.34,OPEN
IL901545,INV-51087,2025-11-24,P-1016,SH101335,BASE,935.68,GBP,187.14,PAID
IL901546,INV-51088,2025-08-29,P-1141,SH101337,BASE,261.15,EUR,52.23,PAID
IL901547,INV-51088,2025-08-29,P-1141,SH101337,FUEL,34.52,EUR,6.90,PAID
IL901548,INV-51089,2025-12-14,P-1082,SH101338,BASE,1100.68,EUR,220.14,PAID
IL901549,INV-51090,2026-03-08,P-1096,SH101339,BASE,343.35,GBP,68.67,CREDITED
IL901550,INV-51090,2026-03-08,P-1096,SH101339,ACCESSORIAL,45.03,GBP,9.01,CREDITED
IL901551,INV-51091,2025-08-28,P-1203,SH101340,BASE,238.46,EUR,47.69,PAID
IL901552,INV-51092,2025-09-02,P-1165,SH101342,BASE,379.08,GBP,75.82,PAID
IL901553,INV-51093,2025-06-24,P-1223,SH101344,BASE,165.90,GBP,33.18,PAID
IL901554,INV-51094,2026-01-09,P-1232,SH101346,BASE,157.07,GBP,31.41,PAID
IL901555,INV-51095,2026-05-04,P-1070,SH101348,BASE,790.59,GBP,158.12,PAID
IL901556,INV-51095,2026-05-04,P-1070,SH101348,FUEL,80.22,GBP,16.04,PAID
IL901557,INV-51096,2026-05-15,P-1182,SH101349,BASE,96.55,GBP,19.31,PAID
IL901558,INV-51096,2026-05-15,P-1182,SH101349,FUEL,9.95,GBP,1.99,PAID
IL901559,INV-51097,2025-01-29,P-1147,SH101350,BASE,120.89,GBP,24.18,CREDITED
IL901560,INV-51098,2025-03-23,P-1020,SH101351,BASE,642.07,GBP,128.41,CREDITED
IL901561,INV-51098,2025-03-23,P-1020,SH101351,FUEL,88.14,GBP,17.63,CREDITED
IL901562,INV-51099,2025-05-28,P-1035,SH101354,BASE,143.84,EUR,28.77,PAID
IL901563,INV-51100,2026-03-20,P-1220,SH101355,BASE,409.82,GBP,81.96,PAID
IL901564,INV-51101,2025-06-10,P-1035,SH101356,BASE,825.68,GBP,165.14,PAID
IL901565,INV-51102,2025-09-18,P-1104,SH101357,BASE,227.41,EUR,45.48,PAID
IL901566,INV-51103,2025-11-13,P-1132,SH101358,BASE,475.93,EUR,95.19,CREDITED
IL901567,INV-51104,2026-05-26,P-1035,SH101359,BASE,362.97,GBP,72.59,OPEN
IL901568,INV-51104,2026-05-26,P-1035,SH101359,FUEL,50.03,GBP,10.01,OPEN
IL901569,INV-51105,2026-04-19,P-1153,SH101362,BASE,408.15,GBP,81.63,OPEN
IL901570,INV-51105,2026-04-19,P-1153,SH101362,FUEL,53.55,GBP,10.71,OPEN
IL901571,INV-51106,2025-11-19,P-1067,SH101363,BASE,165.51,GBP,33.10,PAID
IL901572,INV-51106,2025-11-19,P-1067,SH101363,FUEL,14.34,GBP,2.87,PAID
IL901573,INV-51107,2025-03-30,P-1123,SH101364,BASE,233.32,GBP,46.66,PAID
IL901574,INV-51108,2025-07-31,P-1042,SH101367,BASE,437.92,GBP,87.58,PAID
IL901575,INV-51109,2026-01-21,P-1213,SH101368,BASE,94.01,GBP,18.80,PAID
IL901576,INV-51110,2025-10-23,P-1034,SH101369,BASE,123.71,GBP,24.74,PAID
IL901577,INV-51110,2025-10-23,P-1034,SH101369,FUEL,12.22,GBP,2.44,PAID
IL901578,INV-51111,2025-12-25,P-1163,SH101370,BASE,341.54,GBP,68.31,PAID
IL901579,INV-51111,2025-12-25,P-1163,SH101370,FUEL,38.28,GBP,7.66,PAID
IL901580,INV-51112,2025-02-02,P-1107,SH101371,BASE,497.56,EUR,99.51,CREDITED
IL901581,INV-51112,2025-02-02,P-1107,SH101371,FUEL,47.75,EUR,9.55,CREDITED
IL901582,INV-51113,2026-04-21,P-1021,SH101372,BASE,120.68,GBP,24.14,PAID
IL901583,INV-51114,2025-01-25,P-1059,SH101373,BASE,1088.57,EUR,217.71,PAID
IL901584,INV-51115,2025-12-08,P-1123,SH101374,BASE,357.23,EUR,71.45,PAID
IL901585,INV-51116,2026-05-23,P-1066,SH101375,BASE,324.73,GBP,64.95,PAID
IL901586,INV-51117,2025-05-28,P-1083,SH101376,BASE,173.98,GBP,34.80,CREDITED
IL901587,INV-51117,2025-05-28,P-1083,SH101376,FUEL,14.74,GBP,2.95,CREDITED
IL901588,INV-51118,2026-01-12,P-1201,SH101377,BASE,814.69,GBP,162.94,PAID
IL901589,INV-51119,2026-02-10,P-1137,SH101378,BASE,239.25,GBP,47.85,PAID
IL901590,INV-51120,2026-01-04,P-1230,SH101379,BASE,504.19,GBP,100.84,PAID
IL901591,INV-51121,2026-02-17,P-1023,SH101380,BASE,318.57,GBP,63.71,VOID
IL901592,INV-51122,2025-01-30,P-1032,SH101381,BASE,600.85,EUR,120.17,PAID
IL901593,INV-51122,2025-01-30,P-1032,SH101381,FUEL,39.55,EUR,7.91,PAID
IL901594,INV-51123,2026-03-22,P-1016,SH101383,BASE,482.15,GBP,96.43,PAID
IL901595,INV-51124,2026-05-02,P-1049,SH101384,BASE,32.96,GBP,6.59,PAID
IL901596,INV-51125,2026-04-19,P-1117,SH101387,BASE,322.69,EUR,64.54,PAID
IL901597,INV-51126,2025-09-28,P-1138,SH101388,BASE,658.92,GBP,131.78,OPEN
IL901598,INV-51127,2025-03-26,P-1105,SH101389,BASE,137.83,GBP,27.57,OPEN
IL901599,INV-51128,2025-02-11,P-1087,SH101390,BASE,85.40,GBP,17.08,OPEN
IL901600,INV-51129,2025-12-01,P-1134,SH101391,BASE,493.41,GBP,98.68,PAID
IL901601,INV-51129,2025-12-01,P-1134,SH101391,FUEL,63.08,GBP,12.62,PAID
IL901602,INV-51130,2025-02-05,P-1103,SH101392,BASE,58.45,GBP,11.69,OPEN
IL901603,INV-51130,2025-02-05,P-1103,SH101392,FUEL,6.08,GBP,1.22,OPEN
IL901604,INV-51131,2025-04-25,P-1156,SH101393,BASE,218.23,GBP,43.65,PAID
IL901605,INV-51131,2025-04-25,P-1156,SH101393,ACCESSORIAL,13.96,GBP,2.79,PAID
IL901606,INV-51132,2026-04-10,P-1058,SH101394,BASE,79.05,EUR,15.81,PAID
IL901607,INV-51132,2026-04-10,P-1058,SH101394,FUEL,10.40,EUR,2.08,PAID
IL901608,INV-51133,2025-07-09,P-1125,SH101396,BASE,349.73,GBP,69.95,PAID
IL901609,INV-51134,2026-05-10,P-1190,SH101397,BASE,287.20,GBP,57.44,VOID
IL901610,INV-51135,2025-10-13,P-1234,SH101399,BASE,205.50,GBP,41.10,PAID
IL901611,INV-51136,2026-03-27,P-1079,SH101402,BASE,101.78,GBP,20.36,PAID
IL901612,INV-51137,2026-05-25,P-1020,SH101403,BASE,136.68,GBP,27.34,OPEN
IL901613,INV-51137,2026-05-25,P-1020,SH101403,FUEL,14.01,GBP,2.80,OPEN
IL901614,INV-51138,2025-05-26,P-1186,SH101404,BASE,471.30,GBP,94.26,PAID
IL901615,INV-51138,2025-05-26,P-1186,SH101404,FUEL,44.49,GBP,8.90,PAID
IL901616,INV-51139,2025-08-15,P-1169,SH101405,BASE,157.55,GBP,31.51,PAID
IL901617,INV-51140,2025-04-13,P-1239,SH101407,BASE,593.99,GBP,118.80,PAID
IL901618,INV-51141,2025-08-07,P-1157,SH101408,BASE,305.01,GBP,61.00,PAID
IL901619,INV-51141,2025-08-07,P-1157,SH101408,FUEL,29.84,GBP,5.97,PAID
IL901620,INV-51142,2025-05-07,P-1115,SH101409,BASE,703.20,GBP,140.64,PAID
IL901621,INV-51142,2025-05-07,P-1115,SH101409,FUEL,50.40,GBP,10.08,PAID
IL901622,INV-51143,2025-12-14,P-1090,SH101410,BASE,135.35,GBP,27.07,PAID
IL901623,INV-51143,2025-12-14,P-1090,SH101410,FUEL,17.35,GBP,3.47,PAID
IL901624,INV-51144,2025-03-11,P-1222,SH101411,BASE,514.06,GBP,102.81,CREDITED
IL901625,INV-51144,2025-03-11,P-1222,SH101411,FUEL,36.29,GBP,7.26,CREDITED
IL901626,INV-51145,2025-08-13,P-1156,SH101412,BASE,295.91,GBP,59.18,CREDITED
IL901627,INV-51146,2025-05-03,P-1179,SH101413,BASE,216.69,GBP,43.34,OPEN
IL901628,INV-51147,2026-03-28,P-1106,SH101414,BASE,902.07,GBP,180.41,PAID
IL901629,INV-51148,2025-04-20,P-1224,SH101415,BASE,146.26,GBP,29.25,CREDITED
IL901630,INV-51149,2025-10-11,P-1064,SH101416,BASE,404.43,GBP,80.89,PAID
IL901631,INV-51150,2025-07-17,P-1001,SH101417,BASE,119.81,GBP,23.96,VOID
IL901632,INV-51150,2025-07-17,P-1001,SH101417,FUEL,12.14,GBP,2.43,VOID
IL901633,INV-51151,2026-02-18,P-1041,SH101418,BASE,79.09,GBP,15.82,PAID
IL901634,INV-51151,2026-02-18,P-1041,SH101418,FUEL,6.67,GBP,1.33,PAID
IL901635,INV-51152,2025-08-25,P-1074,SH101420,BASE,222.79,GBP,44.56,PAID
IL901636,INV-51153,2025-10-04,P-1130,SH101421,BASE,164.53,GBP,32.91,PAID
IL901637,INV-51154,2025-06-30,P-1044,SH101422,BASE,575.28,EUR,115.06,OPEN
IL901638,INV-51154,2025-06-30,P-1044,SH101422,FUEL,38.57,EUR,7.71,OPEN
IL901639,INV-51155,2025-10-27,P-1070,SH101423,BASE,515.00,EUR,103.00,PAID
IL901640,INV-51156,2026-05-08,P-1104,SH101424,BASE,261.13,GBP,52.23,PAID
IL901641,INV-51156,2026-05-08,P-1104,SH101424,ACCESSORIAL,21.94,GBP,4.39,PAID
IL901642,INV-51157,2026-04-14,P-1030,SH101425,BASE,75.23,EUR,15.05,PAID
IL901643,INV-51158,2025-10-17,P-1176,SH101426,BASE,442.60,GBP,88.52,OPEN
IL901644,INV-51158,2025-10-17,P-1176,SH101426,ACCESSORIAL,57.45,GBP,11.49,OPEN
IL901645,INV-51159,2025-10-22,P-1225,SH101427,BASE,185.77,GBP,37.15,OPEN
IL901646,INV-51159,2025-10-22,P-1225,SH101427,ACCESSORIAL,16.68,GBP,3.34,OPEN
IL901647,INV-51160,2025-08-06,P-1081,SH101428,BASE,434.90,GBP,86.98,PAID
IL901648,INV-51161,2026-03-24,P-1074,SH101430,BASE,526.31,GBP,105.26,PAID
IL901649,INV-51162,2026-01-27,P-1153,SH101431,BASE,187.81,GBP,37.56,PAID
IL901650,INV-51162,2026-01-27,P-1153,SH101431,FUEL,22.24,GBP,4.45,PAID
IL901651,INV-51163,2025-06-02,P-1186,SH101432,BASE,145.76,GBP,29.15,PAID
IL901652,INV-51163,2025-06-02,P-1186,SH101432,ACCESSORIAL,44.67,GBP,8.93,PAID
IL901653,INV-51164,2025-07-12,P-1209,SH101433,BASE,66.18,GBP,13.24,OPEN
IL901654,INV-51165,2026-05-21,P-1186,SH101434,BASE,682.47,GBP,136.49,PAID
IL901655,INV-51166,2026-05-09,P-1043,SH101435,BASE,571.19,GBP,114.24,CREDITED
IL901656,INV-51167,2025-05-20,P-1018,SH101436,BASE,631.12,EUR,126.22,PAID
IL901657,INV-51168,2025-07-04,P-1149,SH101437,BASE,358.05,GBP,71.61,OPEN
IL901658,INV-51169,2025-05-31,P-1150,SH101438,BASE,208.44,GBP,41.69,PAID
IL901659,INV-51169,2025-05-31,P-1150,SH101438,FUEL,17.21,GBP,3.44,PAID
IL901660,INV-51170,2025-12-08,P-1186,SH101439,BASE,269.87,GBP,53.97,OPEN
IL901661,INV-51171,2026-01-05,P-1226,SH101440,BASE,69.85,GBP,13.97,OPEN
IL901662,INV-51172,2026-01-23,P-1082,SH101441,BASE,339.95,GBP,67.99,PAID
IL901663,INV-51172,2026-01-23,P-1082,SH101441,FUEL,33.88,GBP,6.78,PAID
IL901664,INV-51173,2025-08-29,P-1142,SH101443,BASE,362.98,GBP,72.60,PAID
IL901665,INV-51174,2025-12-16,P-1228,SH101444,BASE,398.51,GBP,79.70,OPEN
IL901666,INV-51175,2025-07-20,P-1179,SH101445,BASE,194.50,EUR,38.90,PAID
IL901667,INV-51175,2025-07-20,P-1179,SH101445,FUEL,14.61,EUR,2.92,PAID
IL901668,INV-51176,2026-01-10,P-1119,SH101446,BASE,351.20,EUR,70.24,PAID
IL901669,INV-51177,2025-05-11,P-1134,SH101447,BASE,186.98,GBP,37.40,OPEN
IL901670,INV-51178,2025-03-26,P-1198,SH101448,BASE,169.02,GBP,33.80,PAID
IL901671,INV-51178,2025-03-26,P-1198,SH101448,FUEL,12.65,GBP,2.53,PAID
IL901672,INV-51179,2025-11-23,P-1216,SH101449,BASE,124.95,GBP,24.99,OPEN
IL901673,INV-51179,2025-11-23,P-1216,SH101449,FUEL,12.70,GBP,2.54,OPEN
IL901674,INV-51180,2026-02-04,P-1166,SH101450,BASE,163.52,GBP,32.70,PAID
IL901675,INV-51180,2026-02-04,P-1166,SH101450,FUEL,10.48,GBP,2.10,PAID
IL901676,INV-51181,2025-09-21,P-1197,SH101451,BASE,139.30,EUR,27.86,PAID
IL901677,INV-51181,2025-09-21,P-1197,SH101451,FUEL,11.36,EUR,2.27,PAID
IL901678,INV-51182,2025-07-21,P-1151,SH101452,BASE,645.95,GBP,129.19,PAID
IL901679,INV-51183,2026-02-14,P-1011,SH101453,BASE,59.82,GBP,11.96,OPEN
IL901680,INV-51184,2025-01-29,P-1088,SH101454,BASE,418.25,EUR,83.65,CREDITED
IL901681,INV-51185,2026-01-20,P-1097,SH101455,BASE,285.12,GBP,57.02,PAID
IL901682,INV-51186,2025-08-19,P-1133,SH101457,BASE,245.52,GBP,49.10,PAID
IL901683,INV-51187,2026-02-21,P-1016,SH101459,BASE,264.56,EUR,52.91,PAID
IL901684,INV-51188,2025-04-23,P-1185,SH101460,BASE,958.65,EUR,191.73,OPEN
IL901685,INV-51189,2025-05-06,P-1238,SH101461,BASE,862.82,GBP,172.56,OPEN
IL901686,INV-51190,2026-01-15,P-1011,SH101462,BASE,150.24,GBP,30.05,PAID
IL901687,INV-51191,2026-03-25,P-1225,SH101463,BASE,59.21,GBP,11.84,OPEN
IL901688,INV-51191,2026-03-25,P-1225,SH101463,FUEL,7.35,GBP,1.47,OPEN
IL901689,INV-51192,2025-07-16,P-1038,SH101465,BASE,373.90,EUR,74.78,OPEN
IL901690,INV-51193,2025-11-19,P-1010,SH101466,BASE,42.04,GBP,8.41,OPEN
IL901691,INV-51193,2025-11-19,P-1010,SH101466,FUEL,4.52,GBP,0.90,OPEN
IL901692,INV-51194,2025-11-16,P-1007,SH101468,BASE,175.63,GBP,35.13,PAID
IL901693,INV-51195,2025-02-15,P-1168,SH101469,BASE,239.75,GBP,47.95,PAID
IL901694,INV-51195,2025-02-15,P-1168,SH101469,FUEL,30.18,GBP,6.04,PAID
IL901695,INV-51196,2025-05-11,P-1174,SH101470,BASE,252.71,GBP,50.54,PAID
IL901696,INV-51197,2025-01-23,P-1070,SH101471,BASE,210.72,GBP,42.14,PAID
IL901697,INV-51198,2026-01-14,P-1043,SH101472,BASE,1156.75,EUR,231.35,OPEN
IL901698,INV-51199,2025-07-11,P-1240,SH101473,BASE,126.41,GBP,25.28,PAID
IL901699,INV-51199,2025-07-11,P-1240,SH101473,FUEL,16.87,GBP,3.37,PAID
IL901700,INV-51200,2026-05-02,P-1202,SH101474,BASE,598.72,GBP,119.74,OPEN
IL901701,INV-51201,2025-05-22,P-1029,SH101475,BASE,368.49,GBP,73.70,PAID
IL901702,INV-51201,2025-05-22,P-1029,SH101475,FUEL,38.38,GBP,7.68,PAID
IL901703,INV-51202,2025-01-31,P-1197,SH101476,BASE,613.69,GBP,122.74,PAID
IL901704,INV-51203,2026-02-20,P-1105,SH101479,BASE,247.31,GBP,49.46,PAID
IL901705,INV-51204,2026-03-09,P-1028,SH101480,BASE,392.45,GBP,78.49,OPEN
IL901706,INV-51204,2026-03-09,P-1028,SH101480,FUEL,33.46,GBP,6.69,OPEN
IL901707,INV-51205,2025-02-23,P-1152,SH101481,BASE,124.39,GBP,24.88,PAID
IL901708,INV-51205,2025-02-23,P-1152,SH101481,FUEL,11.70,GBP,2.34,PAID
IL901709,INV-51206,2025-11-06,P-1234,SH101483,BASE,409.16,GBP,81.83,PAID
IL901710,INV-51206,2025-11-06,P-1234,SH101483,FUEL,45.01,GBP,9.00,PAID
IL901711,INV-51207,2025-01-17,P-1054,SH101484,BASE,518.24,GBP,103.65,PAID
IL901712,INV-51207,2025-01-17,P-1054,SH101484,FUEL,51.57,GBP,10.31,PAID
IL901713,INV-51208,2025-02-21,P-1070,SH101485,BASE,355.18,GBP,71.04,PAID
IL901714,INV-51209,2026-04-12,P-1034,SH101486,BASE,344.54,GBP,68.91,PAID
IL901715,INV-51210,2025-07-16,P-1033,SH101487,BASE,509.13,GBP,101.83,OPEN
IL901716,INV-51211,2025-07-04,P-1174,SH101488,BASE,207.19,GBP,41.44,PAID
IL901717,INV-51211,2025-07-04,P-1174,SH101488,ACCESSORIAL,29.99,GBP,6.00,PAID
IL901718,INV-51212,2026-04-30,P-1159,SH101489,BASE,463.74,GBP,92.75,OPEN
IL901719,INV-51213,2026-03-18,P-1133,SH101490,BASE,247.36,GBP,49.47,PAID
IL901720,INV-51214,2025-10-13,P-1098,SH101491,BASE,48.60,GBP,9.72,PAID
IL901721,INV-51215,2025-02-10,P-1012,SH101492,BASE,222.70,GBP,44.54,PAID
IL901722,INV-51215,2025-02-10,P-1012,SH101492,FUEL,28.05,GBP,5.61,PAID
IL901723,INV-51216,2025-04-18,P-1212,SH101493,BASE,706.06,EUR,141.21,PAID
IL901724,INV-51217,2025-01-15,P-1068,SH101494,BASE,596.65,GBP,119.33,PAID
IL901725,INV-51217,2025-01-15,P-1068,SH101494,FUEL,60.19,GBP,12.04,PAID
IL901726,INV-51218,2026-03-02,P-1022,SH101495,BASE,228.19,GBP,45.64,PAID
IL901727,INV-51219,2025-06-20,P-1180,SH101496,BASE,71.49,GBP,14.30,PAID
IL901728,INV-51219,2025-06-20,P-1180,SH101496,FUEL,5.93,GBP,1.19,PAID
IL901729,INV-51220,2025-12-19,P-1106,SH101497,BASE,35.40,GBP,7.08,PAID
IL901730,INV-51221,2025-08-20,P-1179,SH101498,BASE,710.28,GBP,142.06,OPEN
IL901731,INV-51221,2025-08-20,P-1179,SH101498,FUEL,59.58,GBP,11.92,OPEN
